"id";"Gender";"Age";"Driving_License";"Region_Code";"Previously_Insured";"Vehicle_Age";"Vehicle_Damage";"Annual_Premium";"Policy_Sales_Channel";"Vintage";"Response"
34336;"Male";46;1;36;0;"1-2 Year";"Yes";36444;26;288;0
34337;"Male";40;1;17;1;"1-2 Year";"No";2630;154;76;0
34338;"Male";63;1;3;0;"1-2 Year";"Yes";37109;26;10;0
34339;"Female";39;1;26;0;"1-2 Year";"Yes";2630;156;164;0
34340;"Female";20;1;5;0;"< 1 Year";"Yes";27761;160;83;0
34341;"Female";46;1;4;0;"1-2 Year";"Yes";2630;157;34;0
34342;"Female";22;1;6;1;"< 1 Year";"No";22731;152;16;0
34343;"Male";39;1;8;0;"> 2 Years";"Yes";31451;7;97;0
34344;"Female";29;1;50;1;"< 1 Year";"No";34806;152;266;0
34345;"Male";29;1;46;1;"< 1 Year";"No";27570;152;280;0
34346;"Male";24;1;10;1;"< 1 Year";"No";26323;152;58;0
34347;"Female";41;0;28;0;"1-2 Year";"No";47235;26;131;0
34348;"Female";63;0;35;0;"1-2 Year";"No";48785;152;202;0
34349;"Female";22;1;15;1;"< 1 Year";"No";37543;160;182;0
34350;"Male";40;1;48;1;"1-2 Year";"No";2630;124;262;0
34351;"Female";30;1;6;1;"< 1 Year";"No";42908;152;37;0
34352;"Female";22;1;41;1;"< 1 Year";"No";22996;152;85;0
34353;"Female";38;1;4;0;"1-2 Year";"Yes";30817;124;207;1
34354;"Male";58;1;18;0;"1-2 Year";"Yes";40953;124;133;0
34355;"Male";63;1;28;0;"1-2 Year";"Yes";58435;26;1284;0
34356;"Male";48;1;28;0;"1-2 Year";"Yes";42555;124;299;1
34357;"Male";27;1;20;0;"< 1 Year";"Yes";2630;26;55;0
34358;"Male";24;1;6;1;"< 1 Year";"No";25380;152;92;0
34359;"Male";46;1;28;1;"1-2 Year";"No";45617;26;169;0
34360;"Female";68;1;28;1;"1-2 Year";"No";41996;129;234;0
34361;"Male";56;0;28;0;"> 2 Years";"No";46585;26;75;0
34362;"Male";48;0;8;0;"> 2 Years";"No";43587;26;120;0
34363;"Male";46;1;8;0;"1-2 Year";"Yes";29327;26;235;1
34364;"Female";28;1;28;1;"< 1 Year";"No";81122;152;252;0
34365;"Female";47;1;36;1;"1-2 Year";"No";40006;124;48;0
34366;"Male";44;1;28;1;"1-2 Year";"No";39138;26;170;0
34367;"Female";50;1;28;0;"1-2 Year";"Yes";47264;156;45;0
34368;"Male";21;1;50;0;"< 1 Year";"Yes";34135;160;123;0
34369;"Male";39;1;49;0;"1-2 Year";"Yes";2630;156;269;0
34370;"Male";61;1;28;1;"1-2 Year";"No";54227;26;298;0
34371;"Male";52;1;50;0;"1-2 Year";"Yes";2630;124;196;0
34372;"Female";23;0;46;0;"< 1 Year";"No";30644;152;221;0
34373;"Female";38;1;28;0;"1-2 Year";"Yes";2630;124;269;0
34374;"Female";49;1;13;0;"1-2 Year";"Yes";37461;124;120;0
34375;"Male";38;1;28;0;"1-2 Year";"Yes";18906;24;136;1
34376;"Female";69;1;18;0;"1-2 Year";"Yes";30539;124;107;1
34377;"Male";25;1;29;0;"1-2 Year";"Yes";23272;124;211;0
34378;"Female";33;1;29;0;"1-2 Year";"Yes";2630;124;103;1
34379;"Female";37;1;28;0;"1-2 Year";"Yes";2630;124;84;0
34380;"Female";23;1;40;1;"< 1 Year";"No";39781;152;217;0
34381;"Female";22;1;6;1;"< 1 Year";"No";22646;152;133;0
34382;"Female";33;1;45;0;"< 1 Year";"Yes";35338;152;220;0
34383;"Male";51;1;28;0;"> 2 Years";"Yes";47038;124;78;0
34384;"Male";24;1;10;1;"< 1 Year";"No";35876;152;10;0
34385;"Male";38;1;28;0;"1-2 Year";"Yes";50536;124;190;0
34386;"Female";41;1;7;0;"1-2 Year";"Yes";54030;24;164;1
34387;"Male";42;1;28;0;"1-2 Year";"Yes";24319;124;95;1
34388;"Male";41;0;20;0;"1-2 Year";"No";2630;124;197;0
34389;"Male";29;1;15;1;"< 1 Year";"No";24614;152;4788;0
34390;"Male";49;1;28;0;"1-2 Year";"Yes";48144;29;262;1
34391;"Male";54;1;43;0;"1-2 Year";"Yes";45447;26;135;0
34392;"Male";51;0;47;0;"1-2 Year";"No";30287;26;230;0
34393;"Female";24;1;8;1;"< 1 Year";"No";30102;152;218;0
34394;"Female";47;1;46;0;"1-2 Year";"Yes";2630;157;273;1
34395;"Male";45;1;28;0;"> 2 Years";"Yes";69687;26;40;1
34396;"Female";50;1;0;0;"1-2 Year";"Yes";2630;26;70;0
34397;"Female";33;1;46;0;"< 1 Year";"Yes";27103;124;293;1
34398;"Male";35;1;33;1;"1-2 Year";"No";32300;124;149;0
34399;"Male";34;1;28;1;"1-2 Year";"No";27037;124;61;0
34400;"Male";121;1;28;0;"1-2 Year";"Yes";40926;26;161;0
34401;"Male";99;1;41;0;"1-2 Year";"Yes";31046;124;41;1
34402;"Male";73;1;29;1;"1-2 Year";"No";37509;26;252;0
34403;"Male";58;1;28;0;"1-2 Year";"Yes";34876;26;177;1
34404;"Male";26;1;25;0;"< 1 Year";"Yes";29695;152;78;0
34405;"Female";26;1;18;1;"< 1 Year";"No";30527;152;131;0
34406;"Female";39;1;28;0;"1-2 Year";"Yes";26599;155;249;1
34407;"Female";45;1;28;0;"1-2 Year";"Yes";36171;124;197;1
34408;"Female";22;1;45;1;"< 1 Year";"No";31122;152;278;0
34409;"Female";24;1;28;1;"< 1 Year";"No";60824;152;41;0
34410;"Female";30;1;45;1;"< 1 Year";"No";38720;152;216;0
34411;"Male";48;1;18;1;"1-2 Year";"No";21993;26;46;0
34412;"Male";44;1;28;0;"1-2 Year";"Yes";37158;26;87;0
34413;"Female";56;1;28;0;"1-2 Year";"Yes";42493;124;216;1
34414;"Female";38;1;23;0;"1-2 Year";"Yes";2630;156;194;1
34415;"Male";37;1;31;1;"1-2 Year";"No";2630;124;283;0
34416;"Female";27;1;50;1;"< 1 Year";"No";26505;152;90;0
34417;"Male";36;1;10;0;"1-2 Year";"Yes";2630;156;287;0
34418;"Female";35;1;28;0;"1-2 Year";"Yes";29200;157;240;1
34419;"Male";45;1;8;0;"1-2 Year";"Yes";40282;163;195;1
34420;"Female";26;1;41;1;"< 1 Year";"No";35356;152;160;0
34421;"Female";24;1;25;0;"< 1 Year";"Yes";24313;160;169;0
34422;"Male";25;1;36;0;"< 1 Year";"Yes";35853;152;181;1
34423;"Male";62;1;28;0;"1-2 Year";"Yes";90526;26;82;0
34424;"Male";34;1;46;0;"1-2 Year";"Yes";37835;124;251;1
34425;"Female";28;1;28;0;"1-2 Year";"Yes";2630;156;3610;0
34426;"Male";25;1;28;1;"< 1 Year";"No";38680;152;228;0
34427;"Male";40;1;28;0;"1-2 Year";"Yes";51267;26;109;1
34428;"Male";52;1;28;0;"> 2 Years";"Yes";31201;56;235;0
34429;"Male";74;1;28;0;"> 2 Years";"Yes";41299;122;256;0
34430;"Female";37;1;28;0;"1-2 Year";"Yes";28005;154;135;1
34431;"Female";30;1;21;0;"< 1 Year";"Yes";2630;152;285;0
34432;"Female";24;1;7;1;"< 1 Year";"No";38823;152;204;0
34433;"Male";29;1;33;1;"< 1 Year";"No";33411;152;241;0
34434;"Male";33;1;33;0;"1-2 Year";"Yes";28624;124;255;1
34435;"Female";22;1;41;1;"< 1 Year";"No";29040;152;62;0
34436;"Female";22;1;10;1;"< 1 Year";"No";14345;152;61;0
34437;"Female";25;1;7;1;"< 1 Year";"No";48195;152;160;0
34438;"Male";25;1;50;0;"< 1 Year";"Yes";23887;152;206;0
34439;"Female";51;1;28;0;"1-2 Year";"Yes";74769;26;242;1
34440;"Female";120;1;28;0;"> 2 Years";"Yes";25519;26;286;0
34441;"Male";28;1;46;1;"< 1 Year";"No";25273;152;24;0
34442;"Female";23;1;46;1;"< 1 Year";"No";37871;152;256;0
34443;"Female";24;1;12;1;"< 1 Year";"No";30523;26;39;0
34444;"Female";35;1;28;0;"1-2 Year";"Yes";20914;124;39;1
34445;"Male";25;1;28;1;"< 1 Year";"No";32195;152;236;0
34446;"Male";57;1;45;0;"> 2 Years";"Yes";28488;26;42;1
34447;"Male";62;1;31;1;"1-2 Year";"No";2630;26;205;0
34448;"Male";22;1;7;0;"< 1 Year";"No";31477;152;179;0
34449;"Female";21;1;36;0;"< 1 Year";"Yes";36503;152;242;0
34450;"Male";35;1;28;0;"1-2 Year";"Yes";32521;124;238;1
34451;"Female";39;1;9;0;"1-2 Year";"Yes";34659;124;252;0
34452;"Male";42;0;30;0;"< 1 Year";"No";2630;124;48;0
34453;"Male";24;1;41;1;"< 1 Year";"No";29156;26;217;0
34454;"Male";30;1;46;0;"< 1 Year";"Yes";28864;26;187;1
34455;"Male";50;1;28;0;"1-2 Year";"Yes";41219;124;213;1
34456;"Male";74;1;35;0;"1-2 Year";"No";30768;152;266;0
34457;"Female";22;1;33;1;"< 1 Year";"No";25509;152;273;0
34458;"Female";67;1;28;0;"> 2 Years";"Yes";51467;3;259;0
34459;"Female";24;1;2;0;"< 1 Year";"No";23105;152;45;0
34460;"Male";43;1;28;0;"1-2 Year";"No";55511;122;284;1
34461;"Male";62;1;29;1;"1-2 Year";"No";2630;26;23;0
34462;"Female";24;1;29;1;"< 1 Year";"No";35677;152;296;0
34463;"Male";21;1;46;1;"< 1 Year";"No";24172;152;222;0
34464;"Male";24;1;34;1;"< 1 Year";"No";49262;160;800;0
34465;"Female";32;1;3;0;"1-2 Year";"Yes";18611;154;159;1
34466;"Male";72;1;26;1;"1-2 Year";"No";29939;22;254;0
34467;"Female";26;1;34;0;"< 1 Year";"Yes";30723;152;71;0
34468;"Male";59;1;28;0;"1-2 Year";"Yes";36888;124;80;0
34469;"Male";74;1;28;0;"> 2 Years";"Yes";45508;26;111;0
34470;"Female";23;1;39;1;"< 1 Year";"No";38511;151;181;0
34471;"Male";55;1;21;0;"1-2 Year";"Yes";30821;26;81;1
34472;"Male";24;1;15;1;"< 1 Year";"No";34129;152;247;0
34473;"Male";48;1;45;0;"1-2 Year";"Yes";21384;26;135;1
34474;"Female";41;1;3;0;"1-2 Year";"Yes";2630;157;112;0
34475;"Female";39;1;46;0;"1-2 Year";"Yes";2630;154;183;0
34476;"Male";23;1;29;1;"< 1 Year";"No";36005;152;204;0
34477;"Male";43;1;28;0;"1-2 Year";"Yes";48404;56;57;1
34478;"Male";45;1;1;0;"1-2 Year";"Yes";2630;124;39;0
34479;"Female";54;1;45;0;"< 1 Year";"No";2630;1;114;0
34480;"Male";96;1;28;1;"1-2 Year";"No";43309;124;160;0
34481;"Male";24;1;44;1;"< 1 Year";"No";43020;152;193;0
34482;"Female";39;1;28;1;"1-2 Year";"No";56166;124;255;0
34483;"Male";43;1;30;0;"1-2 Year";"Yes";23801;26;30;0
34484;"Male";38;1;18;0;"> 2 Years";"Yes";31820;26;157;1
34485;"Female";77;1;13;1;"< 1 Year";"No";20288;152;79;0
34486;"Female";44;1;39;0;"1-2 Year";"Yes";56370;154;217;1
34487;"Male";23;1;28;0;"< 1 Year";"Yes";47285;26;289;0
34488;"Male";101;1;28;0;"1-2 Year";"Yes";41904;55;95;1
34489;"Female";35;1;8;0;"1-2 Year";"Yes";2630;156;239;1
34490;"Female";54;1;8;1;"1-2 Year";"No";38466;26;266;0
34491;"Male";33;1;8;1;"1-2 Year";"No";45713;26;20;0
34492;"Male";45;1;8;0;"1-2 Year";"No";2630;30;114;0
34493;"Male";56;1;41;0;"1-2 Year";"Yes";35509;11;208;1
34494;"Male";55;1;20;0;"1-2 Year";"Yes";2630;124;112;1
34495;"Male";27;1;41;1;"< 1 Year";"No";30541;152;64;0
34496;"Female";45;1;21;1;"1-2 Year";"No";2630;124;73;0
34497;"Male";24;1;25;0;"< 1 Year";"No";36529;152;166;0
34498;"Male";68;1;50;1;"1-2 Year";"No";26319;8;197;0
34499;"Female";24;1;28;0;"< 1 Year";"Yes";78666;152;228;0
34500;"Female";43;1;39;0;"1-2 Year";"Yes";43413;26;269;1
34501;"Female";27;1;36;1;"< 1 Year";"No";2630;152;125;0
34502;"Female";28;1;15;1;"< 1 Year";"No";2630;152;66;0
34503;"Female";39;0;28;0;"1-2 Year";"No";35461;124;26;0
34504;"Male";24;1;28;1;"< 1 Year";"No";25201;152;295;0
34505;"Female";57;0;41;0;"1-2 Year";"No";13607;156;128;0
34506;"Male";25;1;11;1;"< 1 Year";"No";25653;152;101;0
34507;"Male";99;1;11;0;"1-2 Year";"Yes";31447;124;113;0
34508;"Female";25;1;50;1;"< 1 Year";"No";2630;152;154;0
34509;"Female";20;1;46;1;"< 1 Year";"No";21943;160;161;0
34510;"Female";74;1;28;0;"> 2 Years";"Yes";2630;25;24;1
34511;"Female";25;1;46;0;"< 1 Year";"No";36095;160;107;0
34512;"Male";45;1;48;1;"1-2 Year";"No";2630;124;138;0
34513;"Male";49;1;20;1;"1-2 Year";"No";2630;124;197;0
34514;"Female";58;1;11;0;"1-2 Year";"Yes";28460;120;167;0
34515;"Female";72;1;28;1;"1-2 Year";"No";31540;124;250;0
34516;"Male";93;1;28;0;"1-2 Year";"Yes";26886;42;149;1
34517;"Male";59;1;28;0;"1-2 Year";"Yes";31822;124;291;0
34518;"Female";87;1;11;1;"< 1 Year";"No";28692;152;249;0
34519;"Male";37;1;28;1;"1-2 Year";"Yes";28906;156;240;0
34520;"Male";54;1;29;0;"1-2 Year";"Yes";2630;26;191;0
34521;"Female";33;1;35;0;"1-2 Year";"Yes";26163;124;140;1
34522;"Female";41;1;29;0;"1-2 Year";"No";26957;124;107;0
34523;"Male";31;1;46;0;"1-2 Year";"Yes";28336;124;150;1
34524;"Male";43;1;28;0;"1-2 Year";"Yes";50966;26;178;0
34525;"Male";50;1;28;0;"1-2 Year";"Yes";62377;26;209;1
34526;"Male";45;1;45;0;"1-2 Year";"Yes";2630;124;190;0
34527;"Female";22;1;30;1;"< 1 Year";"No";45618;152;41;0
34528;"Male";27;1;28;0;"1-2 Year";"Yes";40264;26;142;1
34529;"Female";21;1;33;1;"< 1 Year";"No";40615;152;226;0
34530;"Female";23;1;50;1;"< 1 Year";"No";34525;152;61;0
34531;"Male";22;1;50;1;"< 1 Year";"No";37084;152;267;0
34532;"Male";73;1;28;1;"1-2 Year";"No";59873;124;118;0
34533;"Female";33;1;28;0;"< 1 Year";"Yes";37556;122;74;1
34534;"Male";53;1;28;0;"1-2 Year";"Yes";53241;26;4230;1
34535;"Female";34;1;35;0;"< 1 Year";"No";2630;152;116;0
34536;"Male";81;1;28;0;"1-2 Year";"Yes";2630;26;190;1
34537;"Female";40;1;28;0;"1-2 Year";"Yes";29796;124;179;0
34538;"Female";20;1;46;1;"< 1 Year";"No";41392;160;192;0
34539;"Male";28;1;15;0;"1-2 Year";"No";2630;157;33;1
34540;"Female";25;1;33;0;"< 1 Year";"Yes";2630;152;2290;0
34541;"Female";31;1;15;0;"1-2 Year";"Yes";50093;154;78;1
34542;"Female";57;1;28;0;"1-2 Year";"No";43813;124;238;0
34543;"Female";66;1;28;0;"1-2 Year";"Yes";46494;26;151;0
34544;"Male";49;1;10;0;"> 2 Years";"Yes";33244;26;217;1
34545;"Male";44;1;28;0;"1-2 Year";"Yes";44978;26;270;1
34546;"Male";40;1;28;0;"1-2 Year";"Yes";43671;124;97;1
34547;"Male";49;1;39;0;"1-2 Year";"Yes";43707;124;264;1
34548;"Female";49;1;41;0;"1-2 Year";"Yes";45452;26;170;0
34549;"Male";68;1;28;1;"1-2 Year";"No";53049;124;237;0
34550;"Male";38;0;28;0;"> 2 Years";"No";39948;122;10;0
34551;"Female";55;1;46;0;"1-2 Year";"Yes";29232;124;287;0
34552;"Female";26;1;15;1;"< 1 Year";"No";38472;152;37;0
34553;"Female";125;1;28;1;"1-2 Year";"No";42010;124;197;0
34554;"Female";70;1;38;0;"1-2 Year";"Yes";29887;26;249;1
34555;"Male";106;1;28;0;"> 2 Years";"Yes";38331;13;77;0
34556;"Female";36;1;28;0;"1-2 Year";"No";42752;31;296;0
34557;"Male";77;1;28;0;"1-2 Year";"Yes";37172;26;58;1
34558;"Female";38;1;41;1;"1-2 Year";"No";27986;152;135;0
34559;"Female";69;1;28;0;"1-2 Year";"Yes";46489;26;24;0
34560;"Male";41;1;50;0;"> 2 Years";"Yes";23741;25;92;1
34561;"Female";54;1;36;1;"1-2 Year";"No";26345;26;255;0
34562;"Male";45;1;31;0;"1-2 Year";"Yes";2630;113;128;0
34563;"Female";70;1;28;0;"> 2 Years";"Yes";49439;124;111;0
34564;"Female";23;1;17;0;"< 1 Year";"Yes";53304;152;105;0
34565;"Female";25;1;8;1;"< 1 Year";"No";40114;152;218;0
34566;"Female";63;0;28;0;"1-2 Year";"No";45497;122;236;0
34567;"Female";86;1;36;1;"< 1 Year";"No";37146;152;93;0
34568;"Female";43;1;28;0;"1-2 Year";"Yes";44957;124;73;1
34569;"Female";41;1;50;0;"1-2 Year";"Yes";27201;124;220;0
34570;"Female";71;1;28;0;"< 1 Year";"Yes";2630;152;26;1
34571;"Female";39;1;8;1;"1-2 Year";"No";2630;26;279;0
34572;"Male";41;1;8;0;"1-2 Year";"Yes";35450;124;20;1
34573;"Female";23;1;12;0;"< 1 Year";"Yes";33855;152;241;0
34574;"Male";65;1;43;0;"1-2 Year";"Yes";48043;124;232;1
34575;"Female";27;1;41;0;"< 1 Year";"No";23208;152;348;0
34576;"Male";32;1;15;1;"1-2 Year";"No";25943;124;283;0
34577;"Female";22;1;15;1;"< 1 Year";"No";29501;152;83;0
34578;"Male";21;1;29;0;"< 1 Year";"Yes";28078;152;299;0
34579;"Male";111;1;50;0;"1-2 Year";"Yes";39522;26;255;0
34580;"Male";104;1;2;0;"1-2 Year";"Yes";35960;26;119;1
34581;"Male";36;1;46;0;"1-2 Year";"Yes";32604;124;134;1
34582;"Female";30;1;28;1;"< 1 Year";"No";25970;152;21;0
34583;"Female";24;1;21;1;"< 1 Year";"No";25390;152;74;0
34584;"Male";46;1;43;0;"1-2 Year";"Yes";34396;26;270;1
34585;"Female";79;1;28;0;"> 2 Years";"Yes";59044;124;154;1
34586;"Female";45;1;28;0;"1-2 Year";"No";47679;13;3144;0
34587;"Female";82;1;2;0;"< 1 Year";"Yes";34152;152;262;0
34588;"Female";23;1;8;1;"< 1 Year";"No";31845;152;1956;0
34589;"Male";27;1;28;0;"1-2 Year";"No";60242;124;161;0
34590;"Female";53;1;45;0;"1-2 Year";"Yes";23342;157;266;1
34591;"Female";49;1;8;0;"1-2 Year";"Yes";41928;26;102;1
34592;"Female";33;1;18;1;"< 1 Year";"No";33025;152;208;0
34593;"Male";21;1;32;1;"< 1 Year";"No";33112;152;114;0
34594;"Male";33;1;28;0;"< 1 Year";"Yes";2630;160;1840;0
34595;"Male";25;1;6;1;"< 1 Year";"No";33775;152;177;0
34596;"Male";96;1;28;0;"1-2 Year";"Yes";23568;26;186;0
34597;"Female";62;1;8;1;"1-2 Year";"No";35252;26;43;1
34598;"Male";23;1;41;0;"< 1 Year";"Yes";30957;152;90;0
34599;"Male";52;1;28;0;"1-2 Year";"Yes";35064;26;164;0
34600;"Female";25;1;32;0;"< 1 Year";"Yes";29780;124;160;1
34601;"Male";68;1;8;0;"1-2 Year";"Yes";34952;7;121;1
34602;"Female";40;0;28;0;"< 1 Year";"No";2630;1;103;0
34603;"Female";31;1;47;1;"< 1 Year";"No";28383;152;143;0
34604;"Male";68;1;28;0;"1-2 Year";"Yes";43771;26;147;0
34605;"Male";31;1;28;0;"1-2 Year";"Yes";34686;26;246;1
34606;"Female";23;1;28;0;"< 1 Year";"Yes";2630;163;30;0
34607;"Male";41;1;29;1;"1-2 Year";"No";33777;152;262;0
34608;"Male";38;1;15;0;"1-2 Year";"Yes";34250;124;1911;1
34609;"Male";31;1;28;0;"< 1 Year";"Yes";40948;26;199;0
34610;"Female";28;1;29;1;"< 1 Year";"No";39319;152;276;0
34611;"Male";22;1;32;1;"< 1 Year";"No";27817;152;16;0
34612;"Male";22;1;28;0;"< 1 Year";"Yes";102975;26;294;0
34613;"Female";44;1;28;0;"1-2 Year";"Yes";2630;156;282;1
34614;"Male";33;1;45;1;"1-2 Year";"No";33096;124;256;0
34615;"Male";44;0;7;0;"1-2 Year";"No";40135;26;61;0
34616;"Male";48;1;28;0;"1-2 Year";"Yes";52895;124;298;0
34617;"Male";101;1;33;0;"1-2 Year";"Yes";34759;124;287;0
34618;"Male";42;1;49;1;"1-2 Year";"No";28365;26;102;0
34619;"Male";52;0;15;0;"1-2 Year";"No";28483;26;105;0
34620;"Male";66;1;28;0;"> 2 Years";"Yes";60850;124;217;1
34621;"Female";45;1;41;0;"1-2 Year";"Yes";32394;106;68;0
34622;"Male";37;1;39;0;"1-2 Year";"Yes";2630;26;3696;0
34623;"Female";24;1;8;1;"< 1 Year";"No";32539;160;145;0
34624;"Male";47;1;28;0;"1-2 Year";"Yes";25965;13;185;0
34625;"Female";41;1;36;1;"1-2 Year";"No";37406;124;119;1
34626;"Male";25;1;43;0;"< 1 Year";"No";2630;160;261;0
34627;"Female";23;1;28;0;"< 1 Year";"Yes";26438;152;181;1
34628;"Male";70;1;28;0;"1-2 Year";"No";32517;124;123;0
34629;"Male";42;1;3;0;"1-2 Year";"Yes";23163;124;271;1
34630;"Male";113;1;41;1;"1-2 Year";"No";39286;12;44;0
34631;"Female";65;1;8;0;"1-2 Year";"Yes";41384;163;31;0
34632;"Female";40;1;26;0;"1-2 Year";"Yes";28403;120;290;0
34633;"Male";35;1;28;0;"1-2 Year";"Yes";2630;157;98;1
34634;"Female";22;1;30;1;"< 1 Year";"No";29359;152;255;0
34635;"Female";22;1;46;1;"< 1 Year";"No";22956;152;152;0
34636;"Female";68;1;29;0;"1-2 Year";"Yes";33525;124;289;0
34637;"Female";47;1;39;0;"1-2 Year";"Yes";38123;124;126;1
34638;"Female";70;1;28;0;"1-2 Year";"Yes";27089;26;61;0
34639;"Male";35;0;11;0;"1-2 Year";"No";32071;124;133;0
34640;"Male";46;1;3;1;"1-2 Year";"No";2630;124;151;0
34641;"Male";57;1;29;0;"1-2 Year";"Yes";41735;26;144;1
34642;"Male";52;1;12;0;"1-2 Year";"Yes";31787;124;174;1
34643;"Male";48;1;8;0;"1-2 Year";"Yes";47723;26;186;1
34644;"Male";45;1;41;0;"> 2 Years";"Yes";24609;124;197;0
34645;"Female";47;1;41;0;"1-2 Year";"Yes";26565;26;198;1
34646;"Male";55;1;33;0;"1-2 Year";"Yes";2630;124;289;0
34647;"Female";25;1;29;1;"< 1 Year";"No";29999;152;985;0
34648;"Male";45;0;28;0;"1-2 Year";"No";49950;124;104;0
34649;"Male";58;1;14;0;"1-2 Year";"Yes";38162;26;64;1
34650;"Male";41;1;28;0;"1-2 Year";"Yes";30816;125;242;0
34651;"Male";24;1;11;1;"< 1 Year";"No";26339;152;176;0
34652;"Male";29;0;30;0;"< 1 Year";"No";2630;156;163;0
34653;"Male";57;1;8;0;"1-2 Year";"Yes";2630;26;57;0
34654;"Male";47;0;33;0;"1-2 Year";"No";2630;124;125;0
34655;"Male";110;1;28;0;"1-2 Year";"Yes";46985;124;138;1
34656;"Male";40;1;28;0;"1-2 Year";"Yes";37867;124;148;1
34657;"Male";82;1;28;0;"< 1 Year";"Yes";45466;152;287;1
34658;"Female";24;1;15;0;"< 1 Year";"Yes";29162;152;141;0
34659;"Female";109;1;28;1;"1-2 Year";"No";57013;26;193;0
34660;"Male";30;1;8;0;"1-2 Year";"Yes";42685;155;169;1
34661;"Female";73;1;3;0;"< 1 Year";"No";2630;156;61;1
34662;"Female";20;1;46;1;"< 1 Year";"No";30862;160;16;0
34663;"Male";50;1;28;0;"1-2 Year";"Yes";38618;26;108;0
34664;"Male";48;0;46;0;"1-2 Year";"No";29288;156;183;0
34665;"Male";45;1;28;0;"1-2 Year";"Yes";37417;26;223;0
34666;"Male";46;1;28;0;"1-2 Year";"Yes";72004;124;187;1
34667;"Female";80;1;20;0;"< 1 Year";"Yes";2630;124;154;0
34668;"Male";23;1;28;0;"< 1 Year";"Yes";52316;152;87;1
34669;"Female";25;1;46;1;"< 1 Year";"No";22811;152;100;0
34670;"Female";22;1;46;1;"< 1 Year";"No";18489;124;27;0
34671;"Female";76;1;28;0;"1-2 Year";"Yes";39246;124;131;1
34672;"Male";53;1;28;0;"1-2 Year";"Yes";39567;26;291;0
34673;"Male";52;1;8;0;"1-2 Year";"Yes";58308;124;77;1
34674;"Male";27;1;19;1;"< 1 Year";"No";27443;152;109;0
34675;"Female";28;1;9;0;"1-2 Year";"Yes";2630;156;84;0
34676;"Male";48;1;28;0;"> 2 Years";"Yes";46066;26;93;1
34677;"Female";22;1;45;0;"< 1 Year";"Yes";26600;152;255;0
34678;"Female";25;1;29;1;"< 1 Year";"No";35630;152;90;0
34679;"Male";31;1;30;1;"< 1 Year";"No";36016;152;92;0
34680;"Male";28;1;8;1;"< 1 Year";"No";2630;152;62;0
34681;"Female";49;1;28;1;"1-2 Year";"No";37771;122;38;0
34682;"Male";43;1;28;0;"1-2 Year";"Yes";29943;124;35;0
34683;"Male";32;1;21;1;"< 1 Year";"No";32899;152;1215;0
34684;"Male";51;1;30;0;"1-2 Year";"Yes";2630;124;70;0
34685;"Female";46;1;38;1;"1-2 Year";"No";30373;124;38;0
34686;"Female";35;1;17;0;"1-2 Year";"Yes";67317;124;74;0
34687;"Female";57;1;41;0;"1-2 Year";"Yes";40557;12;125;0
34688;"Male";59;1;28;0;"1-2 Year";"Yes";51389;26;89;1
34689;"Male";40;1;20;0;"1-2 Year";"Yes";2630;157;173;1
34690;"Male";22;1;17;1;"< 1 Year";"No";18065;152;58;0
34691;"Female";69;1;28;1;"1-2 Year";"No";33590;26;62;0
34692;"Male";47;1;28;0;"1-2 Year";"Yes";24331;26;212;1
34693;"Male";40;1;28;1;"1-2 Year";"No";43257;124;77;0
34694;"Female";41;1;28;1;"1-2 Year";"No";28409;124;245;0
34695;"Male";43;1;28;1;"1-2 Year";"No";26428;26;67;0
34696;"Female";21;1;11;0;"< 1 Year";"No";22377;152;210;1
34697;"Male";54;1;33;0;"1-2 Year";"Yes";45381;26;130;1
34698;"Male";44;1;28;0;"< 1 Year";"No";2630;1;87;0
34699;"Female";22;1;10;1;"< 1 Year";"No";27893;152;106;0
34700;"Female";30;1;10;1;"< 1 Year";"No";30763;152;25;0
34701;"Female";37;1;3;0;"1-2 Year";"Yes";2630;124;23;1
34702;"Male";62;1;28;0;"> 2 Years";"Yes";38805;26;2250;1
34703;"Female";24;1;14;1;"< 1 Year";"No";34561;152;51;0
34704;"Male";47;1;15;1;"1-2 Year";"No";57972;26;146;0
34705;"Female";55;1;11;0;"1-2 Year";"Yes";2630;26;3984;1
34706;"Female";59;1;47;0;"> 2 Years";"Yes";35011;3;71;0
34707;"Male";56;0;48;0;"1-2 Year";"No";2630;15;81;0
34708;"Male";72;1;8;1;"1-2 Year";"No";2630;30;35;0
34709;"Male";41;1;28;0;"1-2 Year";"Yes";54681;124;154;1
34710;"Male";37;1;28;0;"1-2 Year";"Yes";54085;154;226;0
34711;"Male";48;1;41;0;"1-2 Year";"Yes";32260;26;125;1
34712;"Male";47;1;28;1;"1-2 Year";"No";34326;124;271;0
34713;"Male";71;1;28;0;"1-2 Year";"Yes";41401;124;185;1
34714;"Female";24;1;15;1;"< 1 Year";"No";43616;152;164;0
34715;"Female";24;1;29;0;"< 1 Year";"Yes";2630;152;116;1
34716;"Male";28;1;29;1;"< 1 Year";"No";37313;152;130;0
34717;"Female";22;1;8;0;"< 1 Year";"Yes";35909;152;187;0
34718;"Female";44;1;41;0;"1-2 Year";"No";25072;152;198;0
34719;"Female";23;1;11;1;"< 1 Year";"No";38164;152;164;0
34720;"Male";23;1;8;1;"< 1 Year";"No";57795;152;113;0
